dis,ang1,ang2,collision
51,270,226,1
53,325,57,1
64,80,57,1
48,317,315,1
27,79,272,1
29,160,302,1
19,238,178,1
34,326,5,1
47,132,255,1
24,197,154,1
24,72,242,1
56,288,201,1
49,155,326,1
20,217,4,1
28,130,109,1
33,302,327,1
63,7,72,0
35,336,151,1
41,341,112,1
59,291,19,0
49,222,45,0
33,134,176,1
46,323,135,0
26,74,347,1
49,235,297,1
39,140,145,1
31,258,273,1
29,268,188,1
54,217,326,1
26,31,162,1
38,225,298,1
42,199,317,1
35,76,159,1
48,319,141,0
52,297,317,1
30,298,30,1
31,102,84,1
53,315,253,1
59,352,347,1
46,72,150,1
31,243,359,1
27,230,92,1
50,277,31,1
21,86,196,1
63,192,274,1
51,108,317,1
29,256,303,1
31,249,137,1
50,351,69,1
18,348,43,1
36,104,322,1
59,208,258,1
33,306,158,1
28,248,107,1
64,329,269,1
28,292,269,1
33,324,45,1
62,127,330,1
42,261,329,1
30,276,161,1
37,161,223,1
58,107,266,1
29,185,237,1
26,86,115,1
46,51,95,1
59,136,218,1
55,264,240,1
65,135,258,1
53,131,242,1
56,231,192,1
24,82,166,1
21,147,248,1
57,4,351,1
37,161,339,1
44,357,312,1
19,210,310,1
62,227,110,0
23,310,196,1
24,198,105,1
49,279,303,1
25,92,194,1
45,272,345,1
29,302,13,1
22,176,319,1
49,170,2,1
20,274,103,1
30,120,337,1
54,209,86,0
24,357,296,1
52,112,303,1
60,171,123,1
63,236,310,1
37,144,8,1
19,266,166,1
46,276,228,1
61,121,180,1
35,165,139,1
54,119,260,1
58,92,70,1
58,301,105,0
30,249,192,1
48,316,332,1
31,89,165,1
58,115,334,1
54,227,21,0
64,116,346,1
42,359,309,1
57,142,167,1
59,41,251,1
41,131,16,1
21,192,204,1
48,71,165,1
54,225,131,1
30,195,169,1
22,87,95,1
55,274,62,0
25,265,342,1
40,210,309,1
49,204,154,1
20,273,218,1
46,245,100,0
18,331,23,1
39,64,90,1
53,155,273,1
52,209,134,1
62,68,153,1
40,340,140,1
52,62,329,1
49,112,258,1
28,335,284,1
48,316,20,1
46,319,36,1
38,30,288,1
20,176,212,1
44,360,163,1
20,326,179,1
61,4,206,1
38,187,280,1
58,173,329,1
35,54,317,1
35,169,217,1
28,280,137,1
57,34,103,1
26,21,51,1
24,171,314,1
20,120,33,1
19,41,0,1
24,201,325,1
41,115,44,1
21,102,77,1
20,304,172,1
36,74,302,1
38,65,122,1
51,231,86,0
30,80,157,1
54,149,322,1
40,95,250,1
40,312,276,1
54,83,232,1
27,229,106,1
26,181,84,1
44,247,246,1
28,42,335,1
20,84,181,1
33,58,234,1
40,278,141,1
24,80,195,1
27,287,88,1
43,45,189,1
52,19,243,1
56,344,300,1
54,215,47,0
22,17,274,1
63,41,267,1
23,190,324,1
35,231,219,1
50,28,101,1
33,153,194,1
26,93,232,1
27,353,136,1
31,243,45,1
35,307,318,1
48,24,234,1
41,61,119,1
28,127,175,1
51,263,242,1
49,242,349,1
64,300,259,1
34,173,18,1
37,72,56,1
39,357,2,1
64,176,169,1
27,190,342,1
25,84,325,1
28,123,224,1
54,182,340,1
64,184,19,1
34,356,244,1
21,293,309,1
33,119,223,1
50,321,111,0
46,359,135,1
43,137,109,1
42,83,89,1
55,187,242,1
20,26,259,1
58,164,190,1
55,99,307,1
29,257,37,1
50,280,130,0
55,88,315,1
51,72,313,1
48,95,6,1
38,58,234,1
53,95,258,1
19,285,42,1
44,101,59,1
46,281,335,1
21,93,216,1
26,92,348,1
25,46,53,1
64,208,242,1
24,332,259,1
32,193,238,1
47,274,274,1
25,237,30,1
24,58,140,1
49,341,44,1
32,199,235,1
55,255,240,1
31,88,144,1
28,78,231,1
29,122,324,1
44,129,242,1
57,64,151,1
42,286,313,1
64,358,56,0
60,208,321,1
37,305,84,1
28,240,126,1
35,134,306,1
60,21,40,1
26,115,221,1
62,82,161,1
42,252,3,1
64,45,270,1
19,278,15,1
50,299,1,1
19,192,333,1
20,338,286,1
51,291,151,0
57,87,47,1
19,74,330,1
40,330,220,1
27,225,238,1
46,30,118,1
42,60,91,1
38,281,234,1
50,256,172,1
25,27,56,1
61,125,85,1
59,255,286,1
64,25,160,1
45,277,320,1
45,308,219,1
57,303,236,1
43,197,263,1
64,32,170,1
45,156,120,1
51,126,203,1
55,118,279,1
42,79,83,1
35,41,154,1
20,116,93,1
62,281,59,0
18,72,280,1
25,149,226,1
24,150,258,1
27,205,355,1
25,356,25,1
23,283,268,1
57,87,266,1
51,203,137,1
25,213,160,1
22,287,211,1
56,158,319,1
45,31,23,1
57,188,8,1
21,139,332,1
19,272,315,1
58,191,304,1
21,245,312,1
42,12,282,1
41,318,352,1
28,252,320,1
45,347,264,1
23,355,249,1
50,8,288,1
51,163,188,1
38,12,154,1
30,286,198,1
58,52,235,1
46,74,20,1
56,12,264,1
30,279,170,1
22,10,31,1
26,18,193,1
65,38,183,1
64,305,320,1
39,124,181,1
44,210,268,1
64,280,274,0
18,22,246,1
49,290,339,1
53,316,237,1
19,346,18,1
42,67,345,1
53,141,296,1
41,131,34,1
26,75,222,1
63,255,251,1
44,40,244,1
22,102,167,1
40,13,311,1
44,119,94,1
45,12,216,1
32,335,317,1
57,288,130,0
37,112,95,1
26,73,154,1
30,286,300,1
44,62,83,1
36,28,71,1
60,193,42,0
30,194,266,1
47,7,311,1
54,38,257,1
46,216,3,1
27,188,178,1
50,73,261,1
23,341,179,1
48,51,143,1
51,149,80,1
45,332,323,1
26,238,340,1
27,201,328,1
52,51,259,1
41,131,55,1
50,256,249,1
49,155,90,1
40,63,254,1
51,337,65,1
55,164,224,1
47,228,290,1
29,2,58,1
62,7,331,1
24,10,215,1
39,338,178,1
53,284,30,1
36,118,6,1
63,279,107,0
19,273,61,1
39,183,297,1
55,358,267,1
57,78,100,1
58,317,149,0
43,185,104,1
34,134,342,1
30,23,220,1
43,328,182,1
41,127,287,1
42,37,92,1
62,173,130,1
60,302,246,1
18,164,259,1
25,224,318,1
58,18,339,1
61,35,224,1
46,260,36,1
47,119,62,1
47,341,76,1
46,303,55,1
48,59,341,1
53,4,287,1
36,155,18,1
21,18,258,1
26,350,96,1
29,155,234,1
53,96,313,1
21,11,65,1
41,164,78,1
48,168,329,1
62,314,108,0
24,157,33,1
44,324,223,1
63,86,289,1
51,170,247,1
27,292,189,1
20,71,25,1
57,324,114,0
42,168,139,1
58,325,319,1
44,199,285,1
44,234,336,1
58,312,0,1
21,61,144,1
25,159,31,1
58,218,60,0
28,332,43,1
60,275,191,0
39,26,295,1
25,286,357,1
30,154,273,1
54,225,163,1
19,204,248,1
24,66,337,1
62,97,232,1
19,281,350,1
28,27,245,1
31,39,229,1
64,135,136,1
22,313,314,1
33,303,51,1
40,264,195,1
46,233,251,1
40,347,107,1
30,163,158,1
31,336,259,1
50,7,316,1
44,15,248,1
23,196,205,1
40,52,317,1
55,161,21,1
30,158,166,1
23,272,286,1
35,161,67,1
40,47,32,1
62,318,346,1
57,285,191,1
28,143,327,1
29,315,119,1
42,227,88,1
40,268,188,1
53,272,140,0
27,194,304,1
50,281,54,0
46,84,340,1
57,337,353,1
65,286,65,0
64,268,302,1
45,189,37,1
41,189,159,1
43,30,182,1
33,213,162,1
24,38,130,1
40,281,118,0
31,253,208,1
58,132,95,1
24,217,284,1
43,28,243,1
54,84,102,1
55,88,240,1
41,111,127,1
33,165,275,1
35,157,128,1
42,169,61,1
60,321,212,1
47,141,115,1
41,218,159,1
56,329,62,1
47,144,341,1
59,42,118,1
26,303,109,1
51,179,18,1
24,195,61,1
45,300,33,1
61,353,109,0
19,83,185,1
38,225,195,1
31,240,74,1
51,52,316,1
32,58,122,1
41,180,304,1
22,306,101,1
47,79,46,1
50,269,196,1
40,279,211,1
64,124,22,1
20,90,299,1
58,163,144,1
57,145,128,1
22,320,160,1
20,6,91,1
47,263,122,0
46,218,11,1
31,209,79,1
25,318,43,1
28,96,115,1
19,163,265,1
39,24,123,1
60,168,151,1
42,186,279,1
21,349,104,1
30,69,179,1
61,282,10,0
40,265,77,0
31,299,97,1
25,305,143,1
56,360,50,1
18,234,300,1
49,330,355,1
41,132,126,1
41,158,188,1
42,214,31,1
29,246,211,1
43,123,275,1
52,136,169,1
41,338,93,1
20,295,41,1
54,20,294,1
26,201,205,1
40,230,13,1
60,192,135,1
35,233,308,1
53,162,60,1
52,198,48,1
42,287,59,1
45,355,47,1
61,115,227,1
37,218,73,1
34,36,275,1
60,280,234,1
43,62,336,1
26,246,109,1
46,203,254,1
65,132,30,1
37,75,181,1
39,107,35,1
21,65,33,1
27,226,297,1
42,208,186,1
49,344,267,1
53,132,276,1
51,242,343,1
27,284,261,1
34,27,137,1
19,307,183,1
33,343,237,1
64,118,29,1
39,58,269,1
26,137,33,1
37,279,314,1
22,107,68,1
56,166,256,1
33,150,208,1
36,284,74,1
50,232,103,0
41,93,266,1
19,94,280,1
27,182,72,1
41,356,71,1
53,317,226,1
26,246,342,1
46,250,21,1
56,23,31,1
25,253,120,1
33,97,222,1
30,273,337,1
21,297,113,1
65,20,210,1
60,326,205,1
50,250,321,1
19,34,38,1
61,193,26,1
18,227,237,1
40,234,170,1
53,194,148,1
49,44,277,1
46,43,106,1
49,299,43,1
19,1,111,1
30,91,225,1
34,158,265,1
52,101,161,1
31,332,49,1
19,63,100,1
21,193,288,1
42,90,288,1
60,257,35,0
59,17,189,1
62,183,313,1
53,291,97,0
48,116,49,1
31,142,135,1
43,342,260,1
36,153,170,1
39,354,86,1
47,156,170,1
55,289,206,1
45,266,148,1
55,304,143,0
24,156,204,1
26,303,314,1
26,84,210,1
20,138,44,1
43,38,121,1
46,345,248,1
40,54,352,1
61,285,33,0
59,227,120,0
19,315,276,1
36,107,171,1
24,149,149,1
49,205,65,0
50,184,58,1
36,139,271,1
32,95,196,1
56,231,85,0
61,256,334,0
42,63,55,1
52,42,309,1
55,268,324,1
33,288,63,1
18,40,102,1
23,56,349,1
43,172,205,1
44,168,11,1
25,251,84,1
45,183,45,1
37,179,30,1
34,53,183,1
62,138,162,1
39,258,317,1
45,201,105,1
28,138,9,1
31,103,63,1
51,97,343,1
34,344,203,1
56,76,158,1
23,248,358,1
60,137,5,1
29,348,225,1
41,233,319,1
58,230,15,0
28,340,107,1
37,142,32,1
42,200,53,1
38,123,143,1
29,208,248,1
32,135,61,1
63,212,258,1
34,152,265,1
21,180,101,1
41,4,323,1
49,180,213,1
57,96,181,1
35,0,219,1
44,311,283,1
31,134,36,1
45,115,79,1
63,14,145,1
43,296,222,1
26,267,61,1
37,147,131,1
56,281,309,1
50,84,2,1
43,75,110,1
54,347,171,1
49,188,274,1
22,286,168,1
42,156,12,1
39,55,233,1
24,101,296,1
32,270,287,1
49,40,344,1
55,194,349,1
30,320,287,1
31,61,177,1
44,76,173,1
40,139,235,1
51,10,23,1
34,146,159,1
38,126,0,1
62,211,92,0
54,45,110,1
57,41,65,1
25,40,352,1
51,152,348,1
64,178,238,1
49,294,155,0
55,333,235,1
54,139,340,1
35,1,145,1
30,77,196,1
25,302,246,1
65,238,269,1
24,147,66,1
49,209,161,1
50,214,244,1
62,62,47,1
42,46,323,1
61,359,170,1
40,266,242,1
48,222,321,1
39,320,83,1
62,223,345,1
24,116,284,1
42,196,103,1
34,294,105,0
24,207,45,1
58,172,302,1
48,266,192,1
64,241,128,0
55,73,256,1
40,76,268,1
21,188,201,1
28,143,134,1
44,139,16,1
60,179,206,1
46,322,47,1
31,342,100,1
59,359,66,1
46,318,145,0
59,318,242,1
63,160,254,1
64,328,56,0
32,53,101,1
19,214,208,1
57,309,317,1
21,204,20,1
43,137,62,1
43,198,251,1
34,330,234,1
31,67,44,1
21,147,5,1
24,196,118,1
37,241,70,0
39,137,28,1
54,156,286,1
36,86,322,1
53,247,297,1
26,342,258,1
38,38,124,1
25,257,225,1
36,149,102,1
47,2,227,1
51,75,2,1
58,81,300,1
57,205,141,1
33,256,124,1
50,88,352,1
48,264,301,1
53,332,279,1
59,137,142,1
54,186,149,1
64,163,73,0
34,129,45,1
55,52,199,1
21,11,319,1
49,114,285,1
43,326,188,1
60,124,41,1
58,138,31,1
22,29,115,1
39,208,169,1
60,241,127,0
59,233,190,1
52,170,220,1
39,34,312,1
53,75,204,1
35,52,28,1
41,272,205,1
24,304,185,1
57,208,275,1
49,112,132,1
54,27,262,1
58,85,306,1
65,29,35,1
21,206,322,1
63,49,70,1
42,179,230,1
53,143,293,1
22,213,61,1
58,254,335,1
38,244,104,1
62,325,291,1
60,112,315,1
63,77,212,1
53,34,199,1
19,76,234,1
46,175,183,1
42,321,19,1
20,147,146,1
44,25,76,1
57,282,174,0
30,250,16,1
21,201,345,1
51,87,348,1
33,245,47,1
21,11,235,1
38,38,160,1
41,248,201,1
31,127,359,1
35,290,260,1
61,132,218,1
55,252,72,0
29,175,210,1
25,45,109,1
40,169,216,1
35,138,156,1
55,335,48,1
33,325,184,1
44,224,339,1
21,330,277,1
26,130,28,1
56,334,257,1
51,152,351,1
36,47,66,1
35,158,35,1
40,172,197,1
29,213,168,1
40,283,29,1
30,262,312,1
23,108,56,1
51,68,130,1
28,58,230,1
48,300,97,0
31,271,34,1
41,158,180,1
52,265,211,1
62,84,39,1
49,4,190,1
56,147,220,1
27,77,227,1
46,341,106,1
19,129,210,1
32,228,319,1
25,130,347,1
44,212,219,1
32,69,87,1
43,275,321,1
22,357,174,1
26,176,66,1
55,319,12,1
48,92,115,1
21,136,214,1
35,206,16,1
49,39,159,1
24,293,14,1
22,305,287,1
48,57,170,1
20,359,154,1
20,322,78,1
20,283,253,1
27,306,193,1
43,32,273,1
63,229,103,0
21,251,216,1
21,294,144,1
40,234,150,1
45,69,299,1
32,101,162,1
40,272,39,1
49,290,123,0
54,349,99,1
55,230,272,1
43,79,112,1
48,156,86,1
27,237,65,1
39,46,348,1
32,52,341,1
42,104,249,1
21,136,205,1
48,269,228,1
34,181,167,1
54,53,343,1
23,140,357,1
39,209,353,1
31,266,222,1
46,135,288,1
19,90,97,1
32,248,78,1
23,117,196,1
59,346,217,1
42,115,213,1
32,337,157,1
34,189,82,1
51,148,83,1
23,142,200,1
63,317,91,0
47,299,39,1
52,182,71,1
37,327,355,1
62,61,109,1
47,2,99,1
64,245,19,0
48,308,292,1
60,18,154,1
37,226,72,1
37,169,146,1
55,79,1,1
20,2,160,1
33,191,134,1
46,56,334,1
36,326,77,1
19,227,100,1
38,118,150,1
25,246,291,1
58,184,273,1
50,41,240,1
48,333,107,0
36,164,140,1
60,231,309,1
49,165,276,1
42,345,30,1
51,344,185,1
51,132,258,1
35,44,233,1
55,41,218,1
33,254,77,0
37,131,224,1
29,232,236,1
57,136,204,1
32,258,312,1
42,164,359,1
34,212,105,1
56,61,219,1
24,50,33,1
35,216,44,1
59,221,134,1
39,92,262,1
24,251,50,1
64,328,62,0
40,64,193,1
41,81,144,1
62,92,58,1
48,332,98,1
59,293,33,0
19,341,357,1
63,156,6,1
37,210,317,1
21,98,4,1
25,224,161,1
61,146,184,1
21,269,336,1
33,155,1,1
58,13,315,1
41,260,86,0
21,319,46,1
48,255,121,0
56,194,232,1
28,215,357,1
38,45,39,1
62,21,180,1
63,329,256,1
20,279,348,1
18,93,252,1
64,242,200,1
34,155,35,1
53,92,198,1
27,47,68,1
43,332,207,1
51,233,348,1
59,237,44,0
52,129,233,1
54,226,312,1
65,190,66,0
49,329,323,1
43,263,48,0
62,76,147,1
64,218,23,0
54,336,3,1
52,340,141,1
43,58,320,1
24,69,319,1
38,293,189,1
19,152,85,1
52,148,256,1
49,46,105,1
43,309,28,1
52,258,332,1
41,245,198,1
59,304,242,1
38,179,257,1
35,208,308,1
58,172,244,1
29,337,82,1
62,153,71,0
44,10,44,1
42,294,156,1
57,176,121,1
36,2,90,1
64,343,150,0
35,54,135,1
23,231,204,1
39,210,198,1
26,35,292,1
60,156,120,1
36,54,51,1
34,246,140,1
21,327,151,1
61,250,94,0
50,195,198,1
39,155,13,1
65,118,169,1
24,348,53,1
26,86,230,1
55,329,188,1
22,324,42,1
52,114,77,1
26,21,196,1
36,141,257,1
43,260,79,0
55,299,200,1
45,46,218,1
20,273,182,1
27,238,264,1
40,325,85,1
57,277,313,1
40,89,106,1
20,165,59,1
21,247,65,1
56,72,27,1
39,27,125,1
52,225,204,1
19,135,295,1
29,340,251,1
31,197,4,1
26,96,285,1
22,322,84,1
55,232,89,0
49,337,290,1
65,249,60,0
38,172,25,1
44,230,143,1
48,236,353,1
36,106,256,1
59,159,85,0
50,308,301,1
46,183,197,1
38,323,183,1
48,20,247,1
35,129,164,1
54,199,232,1
26,48,323,1
38,338,334,1
28,34,18,1
42,260,140,1
45,142,70,1
42,286,187,1
61,8,116,0
40,107,187,1
26,190,272,1
52,328,45,1
26,43,80,1
28,61,189,1
39,9,311,1
64,94,244,1
64,14,157,1
37,1,95,1
57,20,201,1
30,319,31,1
42,44,167,1
27,328,70,1
30,357,326,1
48,183,235,1
22,221,121,1
61,189,303,1
32,87,47,1
34,31,332,1
52,23,21,1
19,137,106,1
24,241,32,1
60,103,323,1
28,106,138,1
56,311,226,1
63,26,308,1
56,0,313,1
26,285,37,1
49,340,1,1
34,350,62,1
33,188,352,1
21,136,216,1
21,35,206,1
62,296,353,0
38,295,275,1
24,74,155,1
24,73,117,1
39,234,237,1
38,98,81,1
48,211,321,1
49,22,107,1
59,83,315,1
37,209,113,1
47,29,146,1
62,234,84,0
32,348,130,1
49,16,116,1
37,222,85,1
63,151,119,1
18,156,192,1
51,29,83,1
56,136,4,1
39,255,98,0
63,173,270,1
59,137,223,1
44,79,97,1
44,168,34,1
48,196,222,1
18,194,1,1
38,12,354,1
46,252,118,0
61,93,186,1
43,23,264,1
30,15,163,1
56,128,356,1
41,93,158,1
62,28,91,0
24,349,6,1
45,25,179,1
34,308,139,1
24,213,238,1
42,317,299,1
64,300,301,1
18,114,294,1
27,181,69,1
50,64,261,1
50,257,112,0
32,306,217,1
62,157,360,1
43,33,345,1
29,6,203,1
22,139,175,1
50,298,300,1
50,200,116,1
50,188,154,1
40,7,129,1
50,102,354,1
64,296,24,0
31,135,355,1
49,323,21,1
19,349,56,1
31,160,234,1
34,20,217,1
26,176,24,1
29,133,207,1
63,180,65,0
61,354,334,1
46,24,107,1
31,58,127,1
39,224,186,1
42,3,285,1
54,15,300,1
50,231,56,0
48,14,269,1
49,299,289,1
41,61,335,1
48,24,345,1
44,113,216,1
28,351,74,1
26,324,49,1
60,356,106,0
24,159,43,1
22,333,121,1
34,268,277,1
29,110,163,1
18,289,54,1
21,77,115,1
28,347,335,1
24,131,158,1
32,59,154,1
42,104,284,1
38,188,154,1
46,313,31,1
56,4,127,1
19,207,70,1
19,79,277,1
40,127,35,1
62,214,300,1
31,262,219,1
37,4,214,1
50,110,290,1
35,208,197,1
46,338,313,1
58,58,341,1
50,319,334,1
36,31,105,1
21,52,26,1
56,150,34,1
49,56,230,1
27,29,126,1
30,70,175,1
59,326,17,1
51,148,152,1
35,59,67,1
57,56,286,1
50,60,249,1
32,41,323,1
50,151,185,1
61,142,72,1
38,359,70,1
31,333,83,1
40,288,244,1
23,27,21,1
29,131,324,1
65,341,353,1
24,156,87,1
27,212,156,1
21,82,257,1
53,96,47,1
26,51,294,1
25,269,261,1
45,225,262,1
37,80,168,1
42,337,88,1
62,159,91,0
38,18,271,1
39,64,22,1
38,116,17,1
41,198,208,1
46,201,357,1
39,107,70,1
40,215,145,1
21,90,270,1
35,154,46,1
43,11,239,1
50,337,146,1
32,267,39,1
57,187,212,1
23,231,27,1
60,230,60,0
53,102,298,1
37,163,315,1
51,353,30,1
30,168,112,1
35,158,132,1
26,286,70,1
21,261,217,1
58,159,63,1
24,255,266,1
26,131,280,1
62,228,92,0
23,225,88,1
42,211,143,1
32,215,161,1
24,298,260,1
32,163,349,1
40,191,287,1
28,96,303,1
32,98,17,1
51,8,358,1
23,25,336,1
21,313,122,1
60,245,307,1
64,50,255,1
60,219,70,0
35,268,178,1
56,141,253,1
42,274,246,1
41,138,37,1
25,212,123,1
54,314,286,1
26,146,46,1
43,270,52,0
39,179,315,1
26,249,117,1
37,168,5,1
26,279,312,1
58,297,31,0
29,82,120,1
43,116,248,1
31,346,149,1
37,264,92,0
21,16,324,1
39,108,187,1
47,145,223,1
52,149,285,1
22,144,140,1
34,87,85,1
46,72,210,1
28,91,161,1
25,234,228,1
64,165,311,1
36,314,315,1
55,346,29,1
56,339,10,1
50,208,129,1
35,16,243,1
62,321,126,0
60,197,165,1
32,125,99,1
64,206,45,0
19,42,255,1
55,155,20,1
48,138,81,1
26,354,222,1
29,139,343,1
39,76,94,1
35,182,190,1
29,234,345,1
54,17,316,1
31,143,268,1
55,25,217,1
37,73,129,1
19,308,158,1
63,327,40,1
35,104,265,1
24,274,67,1
63,29,145,1
53,148,173,1
49,230,62,0
20,355,324,1
58,275,70,0
21,349,348,1
46,87,270,1
40,59,244,1
42,142,131,1
23,67,323,1
37,51,176,1
39,352,235,1
33,196,142,1
37,192,142,1
44,229,350,1
65,160,342,1
41,49,147,1
60,223,128,0
33,49,198,1
40,19,8,1
51,339,342,1
41,225,279,1
62,182,307,1
53,120,139,1
30,217,21,1
29,11,37,1
54,167,339,1
48,91,97,1
36,170,82,1
21,296,336,1
18,56,131,1
33,52,69,1
34,198,349,1
46,324,61,1
36,159,239,1
41,67,163,1
22,277,46,1
25,284,134,1
61,354,291,1
22,78,278,1
50,302,282,1
22,255,118,1
21,219,116,1
48,157,291,1
33,141,336,1
53,130,232,1
43,288,342,1
45,209,206,1
56,148,25,1
21,343,71,1
60,231,199,1
21,137,80,1
19,174,24,1
27,238,295,1
31,75,24,1
32,197,21,1
46,44,350,1
27,146,349,1
26,89,211,1
46,50,283,1
23,98,148,1
34,298,145,1
39,334,213,1
63,316,342,1
57,321,138,0
32,152,319,1
53,89,20,1
34,8,129,1
20,304,326,1
28,110,3,1
40,158,327,1
28,127,14,1
44,188,255,1
64,157,214,1
21,158,102,1
23,75,79,1
48,151,26,1
34,226,309,1
32,190,306,1
30,338,291,1
41,107,277,1
34,267,245,1
59,326,175,1
58,220,60,0
47,194,79,1
31,337,24,1
31,75,169,1
51,329,178,1
36,163,56,1
25,306,40,1
41,352,337,1
24,100,253,1
19,324,161,1
52,9,193,1
25,79,53,1
47,148,0,1
19,18,215,1
47,59,216,1
65,84,30,1
30,209,325,1
39,61,189,1
23,166,69,1
29,288,309,1
39,328,113,1
46,301,139,0
28,149,145,1
41,327,223,1
20,190,236,1
34,29,136,1
36,198,339,1
52,204,321,1
54,262,279,1
23,127,200,1
50,270,80,0
61,267,8,0
32,81,20,1
64,313,291,1
21,290,119,1
52,44,261,1
20,42,102,1
32,184,214,1
41,209,162,1
29,252,158,1
54,298,177,1
43,263,110,0
56,166,38,1
26,48,61,1
33,288,349,1
37,27,279,1
50,193,269,1
42,64,203,1
47,42,209,1
26,5,129,1
51,196,75,1
50,261,145,0
39,299,353,1
61,319,339,1
57,30,123,1
30,281,223,1
55,236,312,1
31,72,26,1
40,253,277,1
48,119,78,1
36,269,296,1
55,188,303,1
27,28,241,1
40,334,124,1
36,108,118,1
28,298,185,1
48,320,12,1
52,255,326,1
24,13,44,1
21,303,144,1
62,131,19,1
57,2,114,1
26,228,12,1
53,182,254,1
42,284,319,1
27,273,227,1
41,4,212,1
41,280,63,0
65,317,144,0
63,127,222,1
54,266,36,0
20,263,249,1
24,143,233,1
27,230,241,1
60,147,212,1
23,257,172,1
39,357,71,1
50,32,218,1
36,100,127,1
26,191,243,1
61,180,138,1
37,205,308,1
43,203,4,1
38,327,120,1
47,10,173,1
50,309,49,1
43,202,204,1
63,107,210,1
24,89,38,1
62,267,136,0
19,20,144,1
43,93,96,1
56,26,340,1
20,16,326,1
45,270,112,0
61,347,69,0
35,344,23,1
36,345,244,1
41,190,161,1
29,284,187,1
43,215,340,1
21,63,3,1
55,279,95,0
58,269,166,0
64,225,255,1
45,163,201,1
24,88,11,1
57,68,321,1
37,188,39,1
37,107,245,1
32,319,138,1
31,189,44,1
28,278,214,1
52,219,281,1
64,325,69,0
27,237,215,1
40,115,97,1
41,190,40,1
25,201,177,1
34,154,152,1
19,119,303,1
35,247,165,1
46,356,96,1
40,199,82,1
18,309,127,1
58,341,300,1
50,37,17,1
34,231,294,1
38,138,170,1
52,315,169,1
45,162,197,1
63,94,44,1
43,172,272,1
54,301,133,0
45,212,204,1
65,32,288,1
56,199,283,1
59,101,348,1
18,232,199,1
25,51,66,1
55,131,348,1
43,297,107,0
26,304,318,1
63,212,15,0
42,29,170,1
60,281,341,0
30,209,159,1
42,157,147,1
24,294,309,1
40,30,301,1
54,94,50,1
40,11,197,1
46,145,189,1
36,269,208,1
32,311,187,1
21,8,264,1
27,271,160,1
51,163,268,1
30,342,68,1
44,179,146,1
51,246,345,1
31,143,277,1
45,71,339,1
29,300,243,1
37,225,48,1
50,235,143,1
36,356,27,1
35,327,252,1
42,26,341,1
58,159,355,1
32,1,56,1
53,335,181,1
57,230,260,1
25,47,307,1
43,133,4,1
36,66,117,1
44,180,75,1
57,254,142,0
63,188,107,0
33,146,20,1
64,135,279,1
35,152,231,1
37,149,142,1
45,87,139,1
48,169,45,1
47,7,261,1
28,38,205,1
56,185,170,1
37,9,96,1
20,218,83,1
61,164,68,0
26,326,297,1
32,54,262,1
38,87,268,1
38,20,106,1
57,166,145,1
19,295,264,1
19,174,157,1
24,255,171,1
49,180,43,1
31,43,131,1
51,81,303,1
52,329,325,1
31,246,256,1
36,2,340,1
57,295,137,0
58,74,112,1
31,358,241,1
28,99,180,1
56,188,344,1
33,233,113,1
29,230,196,1
24,204,210,1
33,214,241,1
35,191,165,1
56,223,29,0
33,166,243,1
29,113,53,1
26,49,8,1
60,259,200,0
48,226,187,1
55,145,170,1
57,175,77,1
64,124,285,1
38,126,102,1
45,139,278,1
40,132,240,1
65,90,88,0
33,293,130,1
47,152,19,1
56,120,6,1
32,118,332,1
59,247,253,1
44,307,222,1
51,270,340,1
63,249,191,0
49,246,231,1
32,81,218,1
21,32,346,1
33,208,147,1
23,251,137,1
41,109,168,1
57,135,250,1
36,44,339,1
56,346,261,1
19,136,78,1
59,240,49,0
35,91,311,1
23,198,110,1
23,253,274,1
60,5,303,1
56,192,23,1
60,101,283,1
65,332,170,0
21,123,341,1
41,89,242,1
33,227,37,1
29,53,176,1
46,78,72,1
22,300,54,1
55,112,53,1
49,38,267,1
39,29,107,1
55,178,56,1
18,13,30,1
53,357,140,1
54,109,87,1
35,40,128,1
30,360,218,1
44,245,205,1
65,204,352,1
36,29,182,1
45,341,236,1
21,98,197,1
36,246,2,1
44,265,268,1
62,287,265,1
24,138,120,1
29,289,0,1
57,123,136,1
52,346,123,1
62,16,209,1
41,287,286,1
52,218,204,1
50,118,232,1
57,147,30,1
56,170,110,1
44,239,49,0
37,40,349,1
59,265,32,0
60,204,70,0
43,320,341,1
62,104,126,1
45,5,186,1
62,298,153,0
25,127,281,1
23,103,114,1
63,299,251,1
20,283,336,1
65,266,57,0
33,85,319,1
27,267,261,1
61,52,113,1
47,225,73,0
53,196,355,1
63,62,358,1
18,256,147,1
53,154,80,1
22,217,189,1
38,158,337,1
56,269,311,1
46,200,226,1
35,47,86,1
25,212,241,1
64,96,221,1
33,153,168,1
36,153,58,1
59,275,34,0
36,40,9,1
21,350,71,1
50,149,87,1
49,257,174,1
46,340,183,1
46,63,237,1
28,211,269,1
63,127,341,1
31,97,323,1
54,119,220,1
43,333,11,1
31,67,265,1
25,342,284,1
21,98,183,1
27,197,314,1
39,215,116,1
18,301,337,1
55,266,205,1
37,352,307,1
37,59,279,1
38,110,12,1
23,87,351,1
46,14,294,1
30,213,284,1
42,241,257,1
46,265,226,1
63,7,74,0
40,41,178,1
40,64,237,1
